noise_level,accuracy,f1_score
0.0,0.9649122807017544,0.9714285714285714
0.05,0.9649122807017544,0.9714285714285714
0.1,0.9736842105263158,0.9787234042553191
0.2,0.956140350877193,0.9645390070921985
0.5,0.9473684210526315,0.9577464788732394
